Produkt ID,Jednostka miary,Waga brutto,Waga netto,Jednostka wagi,Objetosc,Długosc,Szerokosc,Wysokosc,Indeks wymiar jednostka,Zawartosc,Zawartosc netto,Zawartosc brutto,Marka wlasna,OKRES_PRZYDATNOSCI_DNI,JEDNOSTKA_MIARY_MAGAZYN,LICZNIK_PRZELICZ_ZAWARTOSCI,MIANOWNIK_PRZELICZ_ZAWARTOSCI,PRZELICZNIK_ZAWARTOSCI,Liczba sztuk na palecie,Liczba sztuk w opakowaniu,Liczba sztuk w kartonie,Liczba sztuk w warstwie (palety),Cena zakupu,VAT
10924747,ST,0.141,0.141,KG,0.811,9,5.3,17,CM,KG,0.125,0.125,  ,240,OPA,18,1,18,1296,18,18,162,XXX,XXX
10925227,ST,0.159,0.159,KG,297.825,9.5,9.5,3.3,CM,KG,0.15,0.15,  ,32,OPA,3,1,3,1440,3,18,144,XXX,XXX
10925467,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10925707,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10925947,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10926187,KG,0,0,KG,0,0,0,0,,,0,0,  ,0,KG,1,1,1,0,,,,XXX,XXX
10926427,KG,0,0,KG,0,0,0,0,,,0,0,  ,0,KG,1,1,1,0,,,,XXX,XXX
10926667,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10926907,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10929067,ST,0.166,0.166,KG,1.08,12,12,7.5,CM,KG,0.15,0.15,  ,5,ST,1,1,1,0,1,1,0,XXX,XXX
10930267,ST,0,0,KG,2.52,6.5,16.5,23.5,CM,L,0.54,0.54,  ,540,ST,1,1,1,0,6,6,0,XXX,XXX
10930507,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10930747,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10932667,KG,0,0,KG,0,0,0,0,,,0,0,  ,0,KG,1,1,1,0,,,,XXX,XXX
10932907,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10933147,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10933387,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10934587,ST,0.06,0.06,KG,0,0,0,0,CM,KG,0.06,0.06,  ,0,ST,1,1,1,0,,,,XXX,XXX
10934827,ST,0.25,0.25,KG,0,0,0,0,CM,L,0.25,0.25,  ,0,ST,1,1,1,0,,,,XXX,XXX
10935067,ST,0.25,0.25,KG,0.379,5.3,5.3,13.5,CM,L,0.25,0.25,  ,0,ST,1,1,1,0,24,24,0,XXX,XXX
10935307,ST,0.12,0.12,KG,0,0,0,0,CM,KG,0.12,0.12,  ,0,ST,1,1,1,0,,,,XXX,XXX
10935547,ST,0.07,0.07,KG,0,0,0,0,CM,KG,0.07,0.07,  ,0,ST,1,1,1,0,,,,XXX,XXX
10935787,ST,0.24,0.24,KG,0,0,0,0,CM,KG,0.24,0.24,  ,0,ST,1,1,1,0,,,,XXX,XXX
10936507,ST,0,0,KG,0.001,1,1,1,CM,KG,0,0,  ,0,ST,1,1,1,0,1,1,0,XXX,XXX
10936747,ST,0.8,0.8,KG,3.058,12,13,19.6,CM,KG,0.8,0.8,  ,183,ST,1,1,1,0,1,1,0,XXX,XXX
10936987,KG,1,1,KG,0,0,0,0,CM,KG,1,1,  ,0,KG,1,1,1,0,,,,XXX,XXX
10937467,KG,2.8,2.8,KG,0,0,0,0,CM,KG,1,1,  ,0,KG,1,1,1,0,,,,XXX,XXX
10937947,KG,1,1,KG,0,0,0,0,CM,KG,1,1,  ,0,KG,1,1,1,0,,,,XXX,XXX
10938187,ST,0.084,0.084,KG,0,0,0,0,CM,KG,0.084,0.084,  ,0,ST,1,1,1,0,,,,XXX,XXX
10938667,ST,0.2,0.2,KG,0,0,0,0,CM,KG,0.2,0.2,  ,0,ST,1,1,1,0,,,,XXX,XXX
10938907,ST,0.1,0.1,KG,0,0,0,0,CM,KG,0.1,0.1,  ,60,ST,1,1,1,0,,,,XXX,XXX
10939147,ST,0.33,0.33,KG,0,0,0,0,CM,L,0.33,0.33,  ,0,ST,1,1,1,0,,,,XXX,XXX
10939387,ST,0.185,0.185,KG,0,0,0,0,CM,KG,0.185,0.185,  ,0,ST,1,1,1,0,,,,XXX,XXX
10939627,ST,0.2,0.2,KG,0,0,0,0,CM,L,0.2,0.2,  ,0,ST,1,1,1,0,,,,XXX,XXX
10939867,ST,0.19,0.19,KG,0,0,0,0,CM,KG,0.19,0.19,  ,0,ST,1,1,1,0,,,,XXX,XXX
10940107,ST,0.25,0.25,KG,0,0,0,0,CM,KG,0.25,0.25,  ,0,ST,1,1,1,0,,,,XXX,XXX
10940347,ST,0.46,0.46,KG,0,0,0,0,CM,KG,0.46,0.46,  ,0,ST,1,1,1,0,,,,XXX,XXX
10940587,ST,0.2,0.2,KG,0,0,0,0,CM,KG,0.2,0.2,  ,0,ST,1,1,1,0,,,,XXX,XXX
10940827,KG,1,1,KG,0,0,0,0,CM,KG,1,1,  ,0,KG,1,1,1,0,,,,XXX,XXX
10941067,ST,0.1,0.1,KG,0,0,0,0,CM,KG,0.1,0.1,  ,0,ST,1,1,1,0,,,,XXX,XXX
10941547,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10941787,ST,0.076,0.076,KG,0,0,0,0,CM,KG,0.076,0.076,  ,0,ST,1,1,1,0,,,,XXX,XXX
10942028,ST,0.4,0.4,KG,0,0,0,0,CM,KG,0.4,0.4,  ,0,ST,1,1,1,0,,,,XXX,XXX
10942508,ST,0.25,0.25,KG,0,0,0,0,CM,L,0.25,0.25,  ,0,ST,1,1,1,0,,,,XXX,XXX
10942748,ST,0.085,0.085,KG,0,0,0,0,CM,KG,0.085,0.085,  ,0,ST,1,1,1,0,,,,XXX,XXX
10943228,ST,0.048,0.048,KG,0,0,0,0,CM,KG,0.048,0.048,  ,0,ST,1,1,1,0,,,,XXX,XXX
10943708,ST,0.75,0.75,KG,0,0,0,0,CM,L,0.75,0.75,  ,0,ST,1,1,1,0,,,,XXX,XXX
10943948,ST,0.75,0.75,KG,0,0,0,0,CM,L,0.75,0.75,  ,0,ST,1,1,1,0,,,,XXX,XXX
10944188,ST,0.47,0.47,KG,0,0,0,0,CM,KG,0.47,0.47,  ,0,ST,1,1,1,0,,,,XXX,XXX
10945148,ST,0.1,0.1,KG,0,0,0,0,CM,KG,0.1,0.1,  ,0,ST,1,1,1,0,,,,XXX,XXX
10945868,KG,3.2,3.2,KG,0,0,0,0,CM,KG,1,1,  ,60,KG,1,1,1,0,,,,XXX,XXX
10946108,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10946348,ST,0.075,0.075,KG,0,0,0,0,CM,KG,0.075,0.075,  ,0,ST,1,1,1,0,,,,XXX,XXX
10946588,ST,0.06,0.06,KG,0,0,0,0,CM,KG,0.06,0.06,  ,0,ST,1,1,1,0,,,,XXX,XXX
10947068,ST,0,0,KG,0,0,0,0,CM,L,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10947308,ST,0,0,KG,0,0,0,0,CM,L,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10947548,ST,0.124,0,KG,0.121,14.5,20.8,0.4,CM,KG,0,0,  ,0,ST,1,1,1,0,1,1,0,XXX,XXX
10947788,ST,0.1,0.1,KG,0,0,0,0,CM,L,0,0,  ,0,OPA,1,1,1,0,1,1,9600,XXX,XXX
10948748,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10949228,ST,0.054,0.054,KG,0,0,0,0,CM,KG,0.054,0.054,  ,0,OPA,1,1,1,0,1,1,9600,XXX,XXX
10949708,ST,0.05,0.05,KG,0,0,0,0,CM,KG,0.05,0.05,  ,0,ST,1,1,1,0,1,1,9600,XXX,XXX
10949948,ST,0.1,0.1,KG,0,0,0,0,CM,L,0,0,  ,0,OPA,1,1,1,0,1,1,9600,XXX,XXX
10950188,ST,0.34,0.34,KG,0,0,0,0,CM,KG,0.34,0.34,  ,0,OPA,1,1,1,0,1,1,9600,XXX,XXX
10950428,ST,0.9,0.9,KG,0,0,0,0,CM,KG,0.9,0.9,  ,0,OPA,1,1,1,0,1,1,9600,XXX,XXX
10950668,ST,0.39,0.39,KG,0,0,0,0,CM,KG,0.39,0.39,  ,0,OPA,1,1,1,0,1,1,9600,XXX,XXX
10951148,ST,0.1,0.1,KG,0,0,0,0,CM,KG,0.1,0.1,  ,0,ST,1,1,1,0,1,1,9600,XXX,XXX
10951628,ST,0.1,0.1,KG,0,0,0,0,CM,L,0,0,  ,0,OPA,1,1,1,0,1,1,9600,XXX,XXX
10951868,ST,0.1,0.1,KG,0,0,0,0,CM,KG,0,0,  ,0,OPA,1,1,1,0,1,1,9600,XXX,XXX
10952588,ST,0.1,0.1,KG,0,0,0,0,CM,KG,0,0,  ,0,OPA,1,1,1,0,1,1,9600,XXX,XXX
10952828,ST,0.1,0.1,KG,0,0,0,0,CM,KG,0.1,0.1,  ,0,OPA,1,1,1,0,1,1,9600,XXX,XXX
10953068,ST,0.1,0.1,KG,0,0,0,0,CM,L,0,0,  ,0,OPA,1,1,1,0,1,1,9600,XXX,XXX
10953308,ST,0.147,0.147,KG,0,0,0,0,CM,KG,0.147,0.147,  ,0,OPA,1,1,1,0,1,1,9600,XXX,XXX
10953548,ST,0.1,0.1,KG,0,0,0,0,CM,L,0,0,  ,0,OPA,1,1,1,0,1,1,9600,XXX,XXX
10953788,ST,0.08,0.08,KG,0,0,0,0,CM,KG,0.08,0.08,  ,0,ST,1,1,1,0,1,1,9600,XXX,XXX
10954268,ST,0.37,0.37,KG,0,0,0,0,CM,KG,0.37,0.37,  ,0,OPA,1,1,1,0,1,1,9600,XXX,XXX
10954508,ST,0.1,0.1,KG,0,0,0,0,CM,KG,0,0,  ,0,OPA,1,1,1,0,1,1,9600,XXX,XXX
10954748,ST,0.1,0.1,KG,0,0,0,0,CM,KG,0.1,0.1,  ,0,OPA,1,1,1,0,1,1,9600,XXX,XXX
10954988,ST,0.4,0.4,KG,0,0,0,0,CM,KG,0.4,0.4,  ,0,ST,1,1,1,0,1,1,9600,XXX,XXX
10955228,ST,0.3,0.3,KG,0,0,0,0,CM,KG,0.3,0.3,  ,0,OPA,1,1,1,0,1,1,9600,XXX,XXX
10955468,ST,0,0,KG,0,0,0,0,CM,L,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10955708,KG,1,1,KG,0,0,0,0,CM,KG,1,1,  ,0,KG,1,1,1,0,,,,XXX,XXX
10955948,KG,1,1,KG,0,0,0,0,CM,KG,1,1,  ,0,KG,1,1,1,0,,,,XXX,XXX
10956188,KG,1,1,KG,0,0,0,0,CM,KG,1,1,  ,0,KG,1,1,1,0,,,,XXX,XXX
10956428,KG,1,1,KG,0,0,0,0,CM,KG,1,1,  ,0,KG,1,1,1,0,,,,XXX,XXX
10956668,KG,1,1,KG,0,0,0,0,CM,KG,1,1,  ,0,KG,1,1,1,0,,,,XXX,XXX
10956908,KG,1,1,KG,0,0,0,0,CM,KG,1,1,  ,0,KG,1,1,1,0,,,,XXX,XXX
10957148,KG,1,1,KG,0,0,0,0,CM,KG,1,1,  ,0,KG,1,1,1,0,,,,XXX,XXX
10957388,KG,1,1,KG,0,0,0,0,CM,KG,1,1,  ,0,KG,1,1,1,0,,,,XXX,XXX
10957868,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,1,1,0,XXX,XXX
10958108,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,1,1,0,XXX,XXX
10958348,ST,0,0,KG,0,0,0,0,CM,L,0,0,  ,0,ST,1,1,1,0,1,1,0,XXX,XXX
10958588,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10958828,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10959068,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10959308,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10959548,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10959788,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10960028,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10960268,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10960508,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10960748,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10960988,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10961228,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10961708,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10962428,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10962668,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10962908,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10963388,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10963628,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10964108,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10964588,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10964828,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10965068,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10965308,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10965788,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10966028,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10966268,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10966508,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10966988,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10967708,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,12,12,0,XXX,XXX
10967948,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10968188,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10968428,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10969388,ST,0.1,0.1,KG,0,0,0,0,CM,KG,0.1,0.1,  ,0,OPA,1,1,1,0,1,1,9600,XXX,XXX
10970348,KG,1,1,KG,0,0,0,0,CM,KG,1,1,  ,0,KG,1,1,1,0,,,,XXX,XXX
10970588,KG,1,1,KG,0,0,0,0,CM,KG,1,1,  ,0,KG,1,1,1,0,,,,XXX,XXX
10970828,ST,0.1,0.1,KG,0,0,0,0,CM,KG,0.1,0.1,  ,0,OPA,1,1,1,0,1,1,0,XXX,XXX
10971308,ST,0.05,0.05,KG,0.211,0.6,16,22,CM,KG,0.05,0.05,  ,0,ST,1,1,1,0,1,1,0,XXX,XXX
10972028,ST,0.1,0.1,KG,0,0,0,0,CM,KG,0.1,0.1,  ,0,ST,1,1,1,0,,,,XXX,XXX
10972268,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10972508,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10972748,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10972988,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10973468,ST,0.1,0.1,KG,0,0,0,0,CM,KG,0.1,0.1,  ,0,OPA,1,1,1,0,1,1,0,XXX,XXX
10973708,ST,0.1,0.1,KG,0,0,0,0,CM,KG,0.1,0.1,  ,0,OPA,1,1,1,0,1,1,9600,XXX,XXX
10975388,KG,1,1,KG,0,0,0,0,,KG,1,1,  ,21,KG,1,1,1,0,,,,XXX,XXX
10976108,ST,0,0,KG,0,0,0,0,CM,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10976348,ST,0,0,KG,0,0,0,0,CM,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10976588,ST,0.058,0.058,KG,0,0,0,0,CM,KG,0.058,0.058,  ,0,OPA,1,1,1,0,1,1,0,XXX,XXX
10976828,ST,2,2,KG,0,0,0,0,CM,KG,2,2,  ,0,OPA,1,1,1,0,1,1,0,XXX,XXX
10977068,ST,0.1,0.1,KG,0,0,0,0,CM,KG,0.1,0.1,  ,0,OPA,1,1,1,0,1,1,0,XXX,XXX
10977308,ST,0.2,0.2,KG,0,0,0,0,CM,KG,0.2,0.2,  ,0,OPA,1,1,1,0,1,1,0,XXX,XXX
10977548,ST,1,1,KG,0,0,0,0,CM,KG,1,1,  ,0,OPA,1,1,1,0,1,1,0,XXX,XXX
10977788,ST,0.5,0.5,KG,0,0,0,0,CM,KG,0.5,0.5,  ,0,OPA,1,1,1,0,1,1,0,XXX,XXX
10978028,ST,0.1,0.1,KG,0,0,0,0,CM,KG,0.1,0.1,  ,0,OPA,1,1,1,0,1,1,0,XXX,XXX
10978268,ST,0.25,0.25,KG,0,0,0,0,CM,KG,0.25,0.25,  ,0,OPA,1,1,1,0,1,1,0,XXX,XXX
10978508,ST,0.1,0.1,KG,0,0,0,0,CM,KG,0.1,0.1,  ,0,OPA,1,1,1,0,1,1,0,XXX,XXX
10978988,ST,0,0,KG,0,0,0,0,CM,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10979468,ST,0.4,0.4,KG,0,0,0,0,CM,KG,0.4,0.4,  ,0,ST,1,1,1,0,,,,XXX,XXX
10979948,ST,0.45,0.45,KG,0,0,0,0,CM,KG,0.45,0.45,  ,0,OPA,24,1,24,10368,24,288,0,XXX,XXX
10980188,ST,0.25,0.25,KG,0,0,0,0,CM,KG,0.25,0.25,  ,0,OPA,24,1,24,10368,24,288,0,XXX,XXX
10980908,KG,1,1,KG,0,0,0,0,,KG,1,1,  ,40,KG,1,1,1,0,3.5,3.5,0,XXX,XXX
10981388,ST,0.1,0.1,KG,0,0,0,0,CM,KG,0.1,0.1,  ,0,OPA,1,100,0.01,0,0.01,0.01,0,XXX,XXX
10981628,ST,0.1,0.1,KG,0,0,0,0,CM,,0,0,  ,0,OPA,1,100,0.01,0,0.01,0.01,0,XXX,XXX
10982588,ST,0.14,0.14,KG,0.006,0.43,32,0.43,CM,KG,0.14,0.14,  ,9999,ST,1,1,1,0,,,,XXX,XXX
10987628,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10989068,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10990508,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
60000216,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,0,0,20,XXX,XXX
60000456,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,0,0,800,XXX,XXX
60000696,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,0,0,1200,XXX,XXX
60000936,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,0,0,1200,XXX,XXX
60001176,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,0,0,2000,XXX,XXX
60001416,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,0,0,1200,XXX,XXX
60001896,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,0,0,13,XXX,XXX
60002136,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,0,0,1500,XXX,XXX
60002376,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,0,0,1,XXX,XXX
60002616,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,0,0,24,XXX,XXX
60002856,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,0,0,1,XXX,XXX
60003336,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,0,0,1200,XXX,XXX
60003576,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,0,0,8,XXX,XXX
60004056,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,0,0,1,XXX,XXX
60004296,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,0,0,1,XXX,XXX
60004536,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,0,0,1,XXX,XXX
60004776,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,0,0,1,XXX,XXX
60005016,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,0,0,20,XXX,XXX
60005256,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,0,0,20,XXX,XXX
60005496,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,0,0,1,XXX,XXX
60005736,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,0,0,1,XXX,XXX
60005976,ST,0.001,0.001,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,0,0,800,XXX,XXX
60006216,ST,0.001,0.001,KG,0,0,0,0,,KG,0,0,  ,0,ST,1,1,1,0,0,0,20,XXX,XXX
60006456,ST,0.001,0.001,KG,0.001,0.1,0.1,0.1,CM,L,0,0,  ,0,ST,1,1,1,0,0,0,1,XXX,XXX
60006696,ST,0.001,0.001,KG,0.001,0.1,0.1,0.1,CM,L,0,0,  ,0,ST,1,1,1,0,0,0,800,XXX,XXX
60006936,ST,0.001,0.001,KG,0.001,0.1,0.1,0.1,CM,L,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
60007176,ST,0.001,0.001,KG,0.001,0.1,0.1,0.1,CM,L,0,0,  ,0,ST,1,1,1,0,0,0,1200,XXX,XXX
60007416,ST,0.001,0.001,KG,0.001,0.1,0.1,0.1,CM,L,0,0,  ,0,ST,1,1,1,0,0,0,1200,XXX,XXX
60007656,ST,0.001,0.001,KG,0.001,0.1,0.1,0.1,CM,L,0,0,  ,0,ST,1,1,1,0,0,0,20,XXX,XXX
60007896,ST,0.001,0.001,KG,0.001,0.1,0.1,0.1,CM,L,0,0,  ,0,ST,1,1,1,0,0,0,1,XXX,XXX
60008136,ST,0.001,0.001,KG,0.001,0.1,0.1,0.1,CM,L,0,0,  ,0,ST,1,1,1,0,0,0,1,XXX,XXX
60008376,ST,0.001,0.001,KG,0.001,0.1,0.1,0.1,CM,L,0,0,  ,0,ST,1,1,1,0,0,0,16,XXX,XXX
60008616,ST,0.001,0.001,KG,0.001,0.1,0.1,0.1,CM,L,0,0,  ,0,ST,1,1,1,0,0,0,1500,XXX,XXX
60008856,ST,0.001,0.001,KG,0.001,0.1,0.1,0.1,CM,L,0,0,  ,0,ST,1,1,1,0,0,0,1200,XXX,XXX
60009096,ST,0.001,0.001,KG,0.001,0.1,0.1,0.1,CM,L,0,0,  ,0,ST,1,1,1,0,0,0,20,XXX,XXX
60009336,ST,0.001,0.001,KG,0.001,0.1,0.1,0.1,CM,L,0,0,  ,0,ST,1,1,1,0,0,0,1,XXX,XXX
60009816,ST,0.001,0.001,KG,0.001,0.1,0.1,0.1,CM,L,0,0,  ,0,ST,1,1,1,0,0,0,600,XXX,XXX
60010056,ST,0.001,0.001,KG,0.001,0.1,0.1,0.1,CM,L,0,0,  ,0,ST,1,1,1,0,0,0,1,XXX,XXX
60010296,ST,0.001,0.001,KG,0.001,0.1,0.1,0.1,CM,L,0,0,  ,0,ST,1,1,1,0,0,0,1,XXX,XXX
60010536,ST,0.001,0.001,KG,0.001,0.1,0.1,0.1,CM,L,0,0,  ,0,ST,1,1,1,0,0,0,1200,XXX,XXX
60010776,ST,0.001,0.001,KG,0.001,0.1,0.1,0.1,CM,L,0,0,  ,0,ST,1,1,1,0,0,0,96,XXX,XXX
60011016,ST,0.001,0.001,KG,0.001,0.1,0.1,0.1,CM,L,0,0,  ,0,ST,1,1,1,0,0,0,1,XXX,XXX
60011256,ST,0.001,0.001,KG,0.001,0.1,0.1,0.1,CM,L,0,0,  ,0,ST,1,1,1,0,0,0,1,XXX,XXX
60011496,ST,0.001,0.001,KG,0.001,0.1,0.1,0.1,CM,L,0,0,  ,0,ST,1,1,1,0,0,0,1,XXX,XXX
60011736,ST,0.001,0.001,KG,0.001,0.1,0.1,0.1,CM,L,0,0,  ,0,ST,1,1,1,0,0,0,1,XXX,XXX
60011976,ST,0.001,0.001,KG,0.001,0.1,0.1,0.1,CM,L,0,0,  ,0,ST,1,1,1,0,0,0,1,XXX,XXX
60012216,ST,0.001,0.001,KG,0.001,0.1,0.1,0.1,CM,L,0,0,  ,0,ST,1,1,1,0,0,0,1,XXX,XXX
60012456,ST,0.001,0.001,KG,0.001,0.1,0.1,0.1,CM,L,0,0,  ,0,ST,1,1,1,0,0,0,1,XXX,XXX
60012936,ST,0.001,0.001,KG,0.001,0.1,0.1,0.1,CM,L,0,0,  ,0,ST,1,1,1,0,0,0,1,XXX,XXX
60013416,ST,0.001,0.001,KG,0.001,0.1,0.1,0.1,CM,L,0,0,  ,0,ST,1,1,1,0,0,0,1,XXX,XXX
70002369,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
80100283,ST,0.001,0.001,KG,0,0,0,0,,,0,0,  ,0,OPA,50,1,50,0,50,50,0,XXX,XXX
80200125,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
80200605,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
80200845,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
